_id,name,brand,manufacturer,PriorityIndex,category,sp,margin,margin%,mrp,DealerPrice,discount,gst,weight,availability,description,imageUrl,productImageUrl
ObjectId(5ffb514e80ef0812f270857c),PONDS ANTI POLLUTION CREAM 23G,Ponds,HUL,5,Personal Care,64,80,100,80,,20,18,23g,Y,"Most people believe that pollution damage is limited to dirt accumulation on the face. This can be taken care of with the use of facewash. Pollution particles are 20 times smaller than the pores of the skin causing the particles to get deep into the layers of the skin and cause damages like dark spots, uneven tone and darkening of skin. The Pond’s Institute brings to you its breakthrough solution to fight all the problems caused by pollution– Pond’s Anti-pollution helps protect your skin far from Pollution damage far more than regular fairness or moisturising creams. Its formulation also helps repair damage previously cause by pollution micro particles to restore your impeccable skin glow. This light-weighted, beautifully scented, 2 in 1 – pollution protection and glow restore formula is the perfect partner to walk out of your home with confidence without fearing the problems caused by pollution. Best used after cleansing skin, perfect to apply before make-up. Must use on all skin that will be exposed to pollution– 15 – 20 minutes before exposure. Can re-apply as and when required This product is brought to you by The Pond’s Institute – Since 1846, Pond’s scientists have been creating products that strengthen skin from deep inside to make it look soft and smooth from the outside. At The Pond’s Institute, the journey of skincare innovation continues to create clinically proven products that make you look beautiful today and day after day.",,https://images-na.ssl-images-amazon.com/images/I/61AlGKF7FTL._SL1000_.jpg
ObjectId(5ffb514e80ef0812f270857d),PONDS ANTI POLLUTION CREAM 35G,Ponds,HUL,5,Personal Care,116,145,100,145,,20,18,35g,Y,"Most people believe that pollution damage is limited to dirt accumulation on the face. This can be taken care of with the use of facewash. Pollution particles are 20 times smaller than the pores of the skin causing the particles to get deep into the layers of the skin and cause damages like dark spots, uneven tone and darkening of skin. The pond’s institute brings to you its breakthrough solution to fight all the problems caused by pollution– pond’s anti-pollution helps protect your skin far from pollution damage far more than regular fairness or moisturising creams. Its formulation also helps repair damage previously cause by pollution micro particles to restore your impeccable skin glow. This light-weighted, beautifully scented, 2 in 1 – pollution protection and glow restore formula is the perfect partner to walk out of your home with confidence without fearing the problems caused by pollution. Best used after cleansing skin, perfect to apply before make-up. Must use on all skin that will be exposed to pollution– 15 – 20 minutes before exposure. Can re-apply as and when required this product is brought to you by the pond’s institute – since 1846, pond’s scientists have been creating products that strengthen skin from deep inside to make it look soft and smooth from the outside. At the pond’s institute, the journey of skincare innovation continues to create clinically proven products that make you look beautiful today and day after day.",,https://images-na.ssl-images-amazon.com/images/I/611cDwJkE0L._SL1000_.jpg
ObjectId(5ffb514e80ef0812f270857e),PUREDERM ANTI HAIR FALL SHAMPOO 340ML,Purederm,HUL,5,Personal Care,200,250,100,250,,20,18,340ml,Y,"Now, you can bid a definite farewell to your dandruff with regular use of Pure Derm Anti Dandruff Shampoo - the clinically proven solution for recurring dandruff**! Infused with the goodness of Rosemary and Tea Tree extracts, along with Oxy-fused Micro Bubble Technology, Pure Derm Anti-Hairfall Shampoo removes dandruff and prevents it from coming back**. It purifies* your scalp, removes dirt, grease and impurities from the scalp’s pores, makes the hair strong and reduces hair fall by 97%. The patented technology of Pure Derm Anti Dandruff Shampoo assures you of removing dandruff from your scalp and preventing it from returning**.
10/10 dermatologists recommend Pure Derm as an anti-dandruff shampoo#.
Oxy-fused Micro Bubbles Technology
Pure Derm is an expert new anti-dandruff shampoo from Unilever based on more than 50 years of R&D in scalp care. Pure Derm Anti-Dandruff Shampoo generates micro-size bubbles which contain Anti-Dandruff active ingredients. It purifies* the scalp and hair and removes dandruff**. Pure Derm Anti-Dandruff Shampoo’s patented technology keeps the scalp purified* with continuous use, hydrates scalp and prevents dandruff from coming back**.
*Purification from dirt, grease and dandruff, action at epidermal level no visible flakes with continued/regular use",,https://images-na.ssl-images-amazon.com/images/I/515GBYan39L._SL1000_.jpg
ObjectId(5ffb514e80ef0812f270857f),PUREDERM ANTI HAIR FALL SHAMPOO 80ML,Purederm,HUL,5,Personal Care,52,65,100,65,,20,18,80ml,Y,"Now, you can bid a definite farewell to your dandruff with regular use of Pure Derm Anti Dandruff Shampoo - the clinically proven solution for recurring dandruff**! Infused with the goodness of Rosemary and Tea Tree extracts, along with Oxy-fused Micro Bubble Technology, Pure Derm Anti-Hairfall Shampoo removes dandruff and prevents it from coming back**. It purifies* your scalp, removes dirt, grease and impurities from the scalp’s pores, makes the hair strong and reduces hair fall by 97%. The patented technology of Pure Derm Anti Dandruff Shampoo assures you of removing dandruff from your scalp and preventing it from returning**.
10/10 dermatologists recommend Pure Derm as an anti-dandruff shampoo#.
Oxy-fused Micro Bubbles Technology
Pure Derm is an expert new anti-dandruff shampoo from Unilever based on more than 50 years of R&D in scalp care. Pure Derm Anti-Dandruff Shampoo generates micro-size bubbles which contain Anti-Dandruff active ingredients. It purifies* the scalp and hair and removes dandruff**. Pure Derm Anti-Dandruff Shampoo’s patented technology keeps the scalp purified* with continuous use, hydrates scalp and prevents dandruff from coming back**.
*Purification from dirt, grease and dandruff, action at epidermal level no visible flakes with continued/regular use",,https://images-na.ssl-images-amazon.com/images/I/51%2BSfogmiGL._SY879_.jpg
ObjectId(5ffb514e80ef0812f2708580),PUREDERM DERM DANDRUFF PROTECT SHAMPOO 340ML,Purederm,HUL,5,Personal Care,200,250,100,250,,20,18,340ml,Y,"Are you tired of seeing dandruff return? Now, you can bid a definite farewell to your dandruff with regular use of Pure Derm Dandruff Protect Anti-Dandruff Shampoo - the clinically proven solution for recurring dandruff!** Infused with Oxy-fused Micro Bubble Technology, it purifies* your scalp and removes dirt, grease and impurities from the scalp’s pores, leaving your hair soft, smooth and free flowing. The patented technology of Pure Derm Anti Dandruff Shampoo assures you of removing dandruff from your scalp and preventing it from returning**. The refreshing fragrance keeps your hair smelling fresh and clean. 10/10 dermatologists recommend Pure Derm as an anti-dandruff shampoo#. Oxy-fused Micro Bubbles Technology Pure Derm is an expert new anti-dandruff shampoo from Unilever based on more than 50 years of R&D in scalp care. Pure Derm Anti-Dandruff Shampoo generates micro-size bubbles which contain Anti-Dandruff active ingredients. It purifies* the scalp and hair and removes dandruff**. Pure Derm Anti-Dandruff Shampoo’s patented technology keeps the scalp purified* with continuous use, hydrates scalp and prevents dandruff from coming back**. *Purification from dirt, grease and dandruff, action at epidermal level ** no visible flakes with continued/regular use #Anti dandruff shampoo recommendation study conducted by an independent agency in December 2017",,https://images-na.ssl-images-amazon.com/images/I/51ioStfjZnL._SL1000_.jpg
ObjectId(5ffb514e80ef0812f2708581),PUREDERM  DERM DANDRUFF PROTECT SHAMPOO 180ML,Purederm,HUL,5,Personal Care,108,135,100,135,,20,18,180ml,Y,"Are you tired of seeing dandruff return? Now, you can bid a definite farewell to your dandruff with regular use of Pure Derm Dandruff Protect Anti-Dandruff Shampoo - the clinically proven solution for recurring dandruff!** Infused with Oxy-fused Micro Bubble Technology, it purifies* your scalp and removes dirt, grease and impurities from the scalp’s pores, leaving your hair soft, smooth and free flowing. The patented technology of Pure Derm Anti Dandruff Shampoo assures you of removing dandruff from your scalp and preventing it from returning**. The refreshing fragrance keeps your hair smelling fresh and clean. 10/10 dermatologists recommend Pure Derm as an anti-dandruff shampoo#. Oxy-fused Micro Bubbles Technology Pure Derm is an expert new anti-dandruff shampoo from Unilever based on more than 50 years of R&D in scalp care. Pure Derm Anti-Dandruff Shampoo generates micro-size bubbles which contain Anti-Dandruff active ingredients. It purifies* the scalp and hair and removes dandruff**. Pure Derm Anti-Dandruff Shampoo’s patented technology keeps the scalp purified* with continuous use, hydrates scalp and prevents dandruff from coming back**. *Purification from dirt, grease and dandruff, action at epidermal level ** no visible flakes with continued/regular use #Anti dandruff shampoo recommendation study conducted by an independent agency in December 2017",,https://images-na.ssl-images-amazon.com/images/I/61NouSOg6hL._SL1000_.jpg
ObjectId(5ffb514e80ef0812f2708582),PUREDERM  DERM DANDRUFF PROTECT SHAMPOO 80ML,Purederm,HUL,5,Personal Care,52,65,100,65,,20,18,80ml,Y,"Are you tired of seeing dandruff return? Now, you can bid a definite farewell to your dandruff with regular use of Pure Derm Dandruff Protect Anti-Dandruff Shampoo - the clinically proven solution for recurring dandruff!** Infused with Oxy-fused Micro Bubble Technology, it purifies* your scalp and removes dirt, grease and impurities from the scalp’s pores, leaving your hair soft, smooth and free flowing. The patented technology of Pure Derm Anti Dandruff Shampoo assures you of removing dandruff from your scalp and preventing it from returning**. The refreshing fragrance keeps your hair smelling fresh and clean. 10/10 dermatologists recommend Pure Derm as an anti-dandruff shampoo#. Oxy-fused Micro Bubbles Technology Pure Derm is an expert new anti-dandruff shampoo from Unilever based on more than 50 years of R&D in scalp care. Pure Derm Anti-Dandruff Shampoo generates micro-size bubbles which contain Anti-Dandruff active ingredients. It purifies* the scalp and hair and removes dandruff**. Pure Derm Anti-Dandruff Shampoo’s patented technology keeps the scalp purified* with continuous use, hydrates scalp and prevents dandruff from coming back**. *Purification from dirt, grease and dandruff, action at epidermal level ** no visible flakes with continued/regular use #Anti dandruff shampoo recommendation study conducted by an independent agency in December 2017",,https://images-na.ssl-images-amazon.com/images/I/51GvLuKZoOL._SL1000_.jpg
ObjectId(5ffb514e80ef0812f2708583),PUREDERM MINT COOL SHAMPOO 340ML,Purederm,HUL,5,Personal Care,200,250,100,250,,20,18,340ml,Y,"Now, you can bid a definite farewell to your dandruff with regular use of Pure Derm Mint Cool Anti-Dandruff Shampoo - the clinically proven solution for recurring dandruff**! Infused with the goodness of mint and Oxy-fused Micro Bubble Technology, it removes dandruff and prevents it from coming back**. It purifies* your scalp, removes dirt, grease and impurities from the scalp’s pores and gives a refreshing sensation that keeps you feeling fresh and clean. The patented technology of Pure Derm Anti Dandruff Shampoo assures you of removing dandruff from your scalp and preventing it from returning**. 10/10 dermatologists recommend Pure Derm as an anti-dandruff shampoo#. Oxy-fused Micro Bubbles Technology Pure Derm is an expert new anti-dandruff shampoo from Unilever based on more than 50 years of R&D in scalp care. Pure Derm Anti-Dandruff Shampoo generates micro-size bubbles which contain Anti-Dandruff active ingredients. It purifies* the scalp and hair and removes dandruff**. Pure Derm Anti-Dandruff Shampoo’s patented technology keeps the scalp purified* with continuous use, hydrates scalp and prevents dandruff from coming back**. *Purification from dirt, grease and dandruff, action at epidermal level ** no visible flakes with continued/regular use #Anti dandruff shampoo recommendation study conducted by an independent agency in December 2017",,https://images-na.ssl-images-amazon.com/images/I/61uDc9U4tdL._SL1000_.jpg
ObjectId(5ffb514e80ef0812f2708584),PUREDERM MINT COOL SHAMPOO 180ML,Purederm,HUL,5,Personal Care,108,135,100,135,,20,18,180ml,Y,"Now, you can bid a definite farewell to your dandruff with regular use of Pure Derm Mint Cool Anti-Dandruff Shampoo - the clinically proven solution for recurring dandruff**! Infused with the goodness of mint and Oxy-fused Micro Bubble Technology, it removes dandruff and prevents it from coming back**. It purifies* your scalp, removes dirt, grease and impurities from the scalp’s pores and gives a refreshing sensation that keeps you feeling fresh and clean. The patented technology of Pure Derm Anti Dandruff Shampoo assures you of removing dandruff from your scalp and preventing it from returning**. 10/10 dermatologists recommend Pure Derm as an anti-dandruff shampoo#. Oxy-fused Micro Bubbles Technology Pure Derm is an expert new anti-dandruff shampoo from Unilever based on more than 50 years of R&D in scalp care. Pure Derm Anti-Dandruff Shampoo generates micro-size bubbles which contain Anti-Dandruff active ingredients. It purifies* the scalp and hair and removes dandruff**. Pure Derm Anti-Dandruff Shampoo’s patented technology keeps the scalp purified* with continuous use, hydrates scalp and prevents dandruff from coming back**. *Purification from dirt, grease and dandruff, action at epidermal level ** no visible flakes with continued/regular use #Anti dandruff shampoo recommendation study conducted by an independent agency in December 2017",,https://images-na.ssl-images-amazon.com/images/I/61fiSOV%2BokL._SL1000_.jpg
ObjectId(5ffb514e80ef0812f2708585),PUREDERM MINT COOL SHAMPOO 80ML,Purederm,HUL,5,Personal Care,52,65,100,65,,20,18,80ml,Y,"Now, you can bid a definite farewell to your dandruff with regular use of Pure Derm Mint Cool Anti-Dandruff Shampoo - the clinically proven solution for recurring dandruff**! Infused with the goodness of mint and Oxy-fused Micro Bubble Technology, it removes dandruff and prevents it from coming back**. It purifies* your scalp, removes dirt, grease and impurities from the scalp’s pores and gives a refreshing sensation that keeps you feeling fresh and clean. The patented technology of Pure Derm Anti Dandruff Shampoo assures you of removing dandruff from your scalp and preventing it from returning**. 10/10 dermatologists recommend Pure Derm as an anti-dandruff shampoo#. Oxy-fused Micro Bubbles Technology Pure Derm is an expert new anti-dandruff shampoo from Unilever based on more than 50 years of R&D in scalp care. Pure Derm Anti-Dandruff Shampoo generates micro-size bubbles which contain Anti-Dandruff active ingredients. It purifies* the scalp and hair and removes dandruff**. Pure Derm Anti-Dandruff Shampoo’s patented technology keeps the scalp purified* with continuous use, hydrates scalp and prevents dandruff from coming back**. *Purification from dirt, grease and dandruff, action at epidermal level ** no visible flakes with continued/regular use #Anti dandruff shampoo recommendation study conducted by an independent agency in December 2017",,https://images-na.ssl-images-amazon.com/images/I/61BUmAUi7xL._SL1000_.jpg
ObjectId(5ffb514e80ef0812f2708586),PONDS TRIPLE VITAMIN MOISTURISING LOTION 100ML POFF,Ponds,HUL,5,Personal Care,64,80,100,80,,20,18,100ml,Y,"This winter, choose silky smooth and soft skin with Pond’s Moisturizing Body Lotion. Pond’s Body Lotion is formulated by Pond’s institute to ensure a perfect blend, that your skin will love and thank you for. This especially formulated moisturizing lotion is spot-on answer for all your skin’s worries in the winter (even harsh ones!). The carefully selected combination of Triple Vitamins – B3, E & C, work together to give you the touchably soft skin you will be proud of. How does this body lotion work to reveal the amazingly soft skin even in harsh and dry winters? With Triple Vitamins, the lotion goes deep into the skin* to nourish it from within. It doesn’t just fulfil your skin’s need of nourishment, the formula provides 3X moisturisation**!! And the result --- you experience that amazingly smooth and soft skin on the surface. Say good-bye to the dry and rough skin this winter with a regular use of Pond’s Body lotion. We recommend to apply it twice daily as a part of your skin care regime. Massage lightly on the skin with finger-tips until completely absorbed. Use this moisturising lotion for soft, smooth and radiant skin that leaves you feeling beautiful all over. *within epidermis *based on clinical study",,https://images-na.ssl-images-amazon.com/images/I/51e2tkxLkXL._SL1000_.jpg
ObjectId(5ffb514e80ef0812f2708587),PEPSODENT EXPERT PROTECTION GERMICHECK TOOTHPASTE 140G,Pepsodent,HUL,5,Personal Care,78,98,100,98,,20,18,140g,Y,"Reduce those dental visits with this expert protection gum care toothpaste from peps dent. Formulated with zinc citrate technology, this toothpaste not only takes care of your teeth, but provides you with the best gum care. Its advanced formula consists of germ check and gum guard to provide you with complete-8 action oral care. Its anti-bacterial formula prevents your teeth from cavities, reduces tartar and lactic acid, and eliminates bacteria to give you a refreshing breath and healthier teeth and gums. Perfect for the whole family, this toothpaste should be used twice daily for effective results. Buy this 140gm pack right away and get the complete oral care for your teeth and gums. A quality product of unilever dental research's regd. Made in India. Brush at least twice a day. Visit your dentist regularly. Please avoid excessive sweet, sticky food. Fdi world dental federation recognizes that twice daily brushing with fluoride toothpaste is beneficial to oral health. How to use step 1: apply a peanut sized amount of toothpaste on a toothbrush and brush your teeth with it. Step 2: rinse. Do not swallow. Use twice a day for best results or as directed by dentist. For children under the age of six: use pea sized amount under adult supervision. Do not swallow store in a cool, dry place.",,https://images-na.ssl-images-amazon.com/images/I/515qiMR2QQL._SL1000_.jpg
ObjectId(5ffb514e80ef0812f2708588),PEPSODENT V CLEAN TOOTHBRUSH MEDIUM,Pepsodent,HUL,5,Personal Care,24,30,100,30,,20,18,1 unit,Y,"The Pepsodent triple clean toothbrush offers multiple layers of protection to your teeth. The toothbrush is designed in a manner that it can clean each and every corner of your mouth. It also ensures that food particles stuck between your teeth are gently and efficiently cleaned. This toothbrush helps in cleaning your tongue too. Its top quality bristles will remain effective for a long time. Designed with bristles of medium-softness, this toothbrush is gentle on your gums. Be sure of a clean smile, everytime. Buy the Pepsodent triple clean toothbrush (medium) now.",,https://images-na.ssl-images-amazon.com/images/I/31AWPPHneTL.jpg
ObjectId(5ffb514e80ef0812f2708589),PONDS PURE AND WHITE FACE WASH 15G,Ponds,HUL,5,Personal Care,78,98,100,98,,20,18,15g,Y,"Pond’s Pure white deep cleansing face wash offers you an effective way to get radiant and flawless skin. This face wash is infused with active ingredients to provide you cleanliness that goes beyond the realm of regular cleansers. It penetrates deep into your skin cells to remove clogged dirt, dust and grime. It revitalizes your skin to make it look smoother and younger. This face wash also removes the layers of dead skin cells, revealing fair looking skin underneath. You can use this face wash frequently as its very gentle and won't leave your skin dry. Get better looking skin with Pond’s Pure White Deep Cleansing Face Wash, buy this right away.",,https://images-na.ssl-images-amazon.com/images/I/51PT7lamiBL._SL1000_.jpg
ObjectId(5ffb514e80ef0812f270858a),PONDS PURE WHITE FACE WASH 50G,Ponds,HUL,5,Personal Care,76,95,100,95,,20,18,50g,Y,,,https://rukminim1.flixcart.com/image/416/416/jxc5a4w0/face-wash/w/6/r/200-pure-white-face-wash-100-gm-pack-of-2-ponds-original-imafhstcaap7bxtg.jpeg?q=70
ObjectId(5ffb514e80ef0812f270858b),PONDS PURE WHITE FACE WASH 100G,Ponds,HUL,5,Personal Care,152,190,100,190,,20,18,100g,Y,,,https://rukminim1.flixcart.com/image/416/416/jxc5a4w0/face-wash/w/6/r/200-pure-white-face-wash-100-gm-pack-of-2-ponds-original-imafhstcaap7bxtg.jpeg?q=70
ObjectId(5ffb514e80ef0812f270858c),PONDS WHITE BEAUTY FACE WASH 100G,Ponds,HUL,5,Personal Care,119,149,100,149,,20,18,100g,Y,"Is your true brightness lost or hidden? Over time dead skin cells accumulate on your skin, hiding your true brightness, making you look dull. Introducing new and improved Pond's White Beauty Spot-less Fairness Face Wash. 1st ever facewash with Double Brightening Action to renew your maximum brightness every day. Infused with vitamin B3+, it removes layers of brightness blocking dead skin cells and it strengthens skin's natural renewal process, revealing new bright cells. Renew your maximum brightness with everyday wash. Clinically proven to give you brightness from the first wash. Its wipes out dead skin cells so that you can say goodbye to skin dullness. This helps bring out the brightness locked inside which shows clearly after every use of Ponds White Beauty Facewash. This is truly your solution to a spot less and bright skin. Pond's White beauty Face Wash also helps wash away germs.",,https://m.media-amazon.com/images/I/51xdGCL3ydL._SL1000_.jpg
ObjectId(5ffb514e80ef0812f270858d),PONDS WHITE BEAUTY FACIAL FOAM 90G,Ponds,HUL,5,Personal Care,168,210,100,210,,20,18,90g,Y,"Giving your skin an oil overhaul doesn’t have to be a drag. Oil stuck in your pores is what makes your skin feel oily again after a wash! POND’S Clay Foam and Mask is the most fun way to say goodbye oil and hello to an all-day matte glow. Made with 100% natural Moroccan clay that has 4x oil absorption power, it sucks out dirt and oil stuck deep within your pores. What’s left behind? Skin that’s glowing and matte all day long! POND’s Clay Foam is the most enjoyable and effective way to keep your skin oil-free for longer. Revolutionise face washing with the enriching power of Mineral Clay. One of the most efficacious ingredients in deep cleansing. Its enriched with skin-loving minerals to give you a bouncy glow. So, step up your deep cleansing regimen for an oil free glow. The clay range comes in two exciting formats. The Pond’s white beauty mineral clay foam brightens and smoothens your skin for an oil free glow! Combined with Vitamin B3+ technology, it stimulates the appearance of millions of pristine skin cells to reveal your bright true shade. The Pond’s pure white mineral clay foam is enriched with activated charcoal which gently exfoliates and removes dead cells. Detoxes your skin for an oil free glow! Top that up with the Clay masks that can absorb the oil from deep within, leaving you feeling matte and glowing!",,https://images-na.ssl-images-amazon.com/images/I/51HfOf1IVIL._SL1000_.jpg
ObjectId(5ffb514e80ef0812f270858e),PONDS PURE WHITE FACIAL FOAM 90G,Ponds,HUL,5,Personal Care,168,210,100,210,,20,18,90g,Y,"Giving your skin an oil overhaul doesn’t have to be a drag. Oil stuck in your pores is what makes your skin feel oily again after a wash! POND’S Clay Foam and Mask is the most fun way to say goodbye oil and hello to an all-day matte glow. Made with 100% natural Moroccan clay that has 4x oil absorption power, it sucks out dirt and oil stuck deep within your pores. What’s left behind? Skin that’s glowing and matte all day long! POND’s Clay Foam is the most enjoyable and effective way to keep your skin oil-free for longer. Revolutionise face washing with the enriching power of Mineral Clay. One of the most efficacious ingredients in deep cleansing. Its enriched with skin-loving minerals to give you a bouncy glow. So, step up your deep cleansing regimen for an oil free glow. The clay range comes in two exciting formats. The Pond’s white beauty mineral clay foam brightens and smoothens your skin for an oil free glow! Combined with Vitamin B3+ technology, it stimulates the appearance of millions of pristine skin cells to reveal your bright true shade. The Pond’s pure white mineral clay foam is enriched with activated charcoal which gently exfoliates and removes dead cells. Detoxes your skin for an oil free glow! Top that up with the Clay masks that can absorb the oil from deep within, leaving you feeling matte and glowing!",,https://images-na.ssl-images-amazon.com/images/I/51gj0DWo5aL._SL1000_.jpg
ObjectId(5ffb514e80ef0812f270858f),PONDS WHITE BEAUTY CLAY MASK 8G,Ponds,HUL,5,Personal Care,24,30,100,30,,20,18,8g,Y,"Giving your skin an oil overhaul doesn’t have to be a drag. Oil stuck in your pores is what makes your skin feel oily again after a wash! POND’S Clay Foam and Mask is the most fun way to say goodbye oil and hello to an all-day matte glow. Made with 100% natural Moroccan clay that has 4x oil absorption power, it sucks out dirt and oil stuck deep within your pores. What’s left behind? Skin that’s glowing and matte all day long! POND’s Clay Foam is the most enjoyable and effective way to keep your skin oil-free for longer. Revolutionise face washing with the enriching power of Mineral Clay. One of the most efficacious ingredients in deep cleansing. Its enriched with skin-loving minerals to give you an oil free glow. So, step up your deep cleansing regimen for an oil free glow. The clay range comes in two exciting formats. The Pond’s white beauty mineral clay foam brightens and smoothens your skin for an oil free glow! Combined with Vitamin B3+ technology, it stimulates the appearance of millions of pristine skin cells to reveal your bright true shade. The Pond’s pure white mineral clay foam is enriched with activated charcoal which gently exfoliates and removes dead cells. Detoxes your skin for an oil free glow! Top that up with the Clay masks that can absorb the oil from deep within, leaving you feeling matte and glowing!",,https://images-na.ssl-images-amazon.com/images/I/61IchTi1F8L._SL1000_.jpg
ObjectId(5ffb514e80ef0812f2708590),PONDS PURE WHITE CLAY MASK 8G,Ponds,HUL,5,Personal Care,24,30,100,30,,20,18,8g,Y,"Giving your skin an oil overhaul doesn’t have to be a drag. Oil stuck in your pores is what makes your skin feel oily again after a wash! POND’S Clay Foam and Mask is the most fun way to say goodbye oil and hello to an all-day matte glow. Made with 100% natural Moroccan clay that has 4x oil absorption power, it sucks out dirt and oil stuck deep within your pores. What’s left behind? Skin that’s glowing and matte all day long! POND’s Clay Foam is the most enjoyable and effective way to keep your skin oil-free for longer. Revolutionise face washing with the enriching power of Mineral Clay. One of the most efficacious ingredients in deep cleansing. Its enriched with skin-loving minerals to give you an oil free glow. So, step up your deep cleansing regimen for an oil free glow. The clay range comes in two exciting formats. The Pond’s white beauty mineral clay foam brightens and smoothens your skin for an oil free glow! Combined with Vitamin B3+ technology, it stimulates the appearance of millions of pristine skin cells to reveal your bright true shade. The Pond’s pure white mineral clay foam is enriched with activated charcoal which gently exfoliates and removes dead cells. Detoxes your skin for an oil free glow! Top that up with the Clay masks that can absorb the oil from deep within, leaving you feeling matte and glowing!",,https://images-na.ssl-images-amazon.com/images/I/61IchTi1F8L._SL1000_.jpg
ObjectId(5ffb514e80ef0812f2708591),PONDS PURE WHITE FACIAL FOAM 40G,Ponds,HUL,5,Personal Care,88,110,100,110,,20,18,40g,Y,"Giving your skin an oil overhaul doesn’t have to be a drag. Oil stuck in your pores is what makes your skin feel oily again after a wash! POND’S Clay Foam and Mask is the most fun way to say goodbye oil and hello to an all-day matte glow. Made with 100% natural Moroccan clay that has 4x oil absorption power, it sucks out dirt and oil stuck deep within your pores. What’s left behind? Skin that’s glowing and matte all day long! POND’s Clay Foam is the most enjoyable and effective way to keep your skin oil-free for longer. Revolutionise face washing with the enriching power of Mineral Clay. One of the most efficacious ingredients in deep cleansing. Its enriched with skin-loving minerals to give you a bouncy glow. So, step up your deep cleansing regimen for an oil free glow. The clay range comes in two exciting formats. The Pond’s white beauty mineral clay foam brightens and smoothens your skin for an oil free glow! Combined with Vitamin B3+ technology, it stimulates the appearance of millions of pristine skin cells to reveal your bright true shade. The Pond’s pure white mineral clay foam is enriched with activated charcoal which gently exfoliates and removes dead cells. Detoxes your skin for an oil free glow! Top that up with the Clay masks that can absorb the oil from deep within, leaving you feeling matte and glowing!",,https://images-na.ssl-images-amazon.com/images/I/51thi1zquFL._SL1000_.jpg
ObjectId(5ffb514e80ef0812f2708592),PONDS WHITE BEAUTY FACIAL FOAM 40G,Ponds,HUL,5,Personal Care,88,110,100,110,,20,18,40g,Y,"Giving your skin an oil overhaul doesn’t have to be a drag. Oil stuck in your pores is what makes your skin feel oily again after a wash! POND’S Clay Foam and Mask is the most fun way to say goodbye oil and hello to an all-day matte glow. Made with 100% natural Moroccan clay that has 4x oil absorption power, it sucks out dirt and oil stuck deep within your pores. What’s left behind? Skin that’s glowing and matte all day long! POND’s Clay Foam is the most enjoyable and effective way to keep your skin oil-free for longer. Revolutionise face washing with the enriching power of Mineral Clay. One of the most efficacious ingredients in deep cleansing. Its enriched with skin-loving minerals to give you an oil free glow. So, step up your deep cleansing regimen for an oil free glow. The clay range comes in two exciting formats. The Pond’s white beauty mineral clay foam brightens and smoothens your skin for an oil free glow! Combined with Vitamin B3+ technology, it stimulates the appearance of millions of pristine skin cells to reveal your bright true shade. The Pond’s pure white mineral clay foam is enriched with activated charcoal which gently exfoliates and removes dead cells. Detoxes your skin for an oil free glow! Top that up with the Clay masks that can absorb the oil from deep within, leaving you feeling matte and glowing!",,https://images-na.ssl-images-amazon.com/images/I/514p6l7vyNL._SL1000_.jpg
ObjectId(5ffb514e80ef0812f2708593),PONDS PURE WHITE 150G,Ponds,HUL,5,Personal Care,216,270,100,270,,20,18,150g,Y,"Is your true brightness lost or hidden? Over time dead skin cells accumulate on your skin, hiding your true brightness, making you look dull. Introducing new and improved Pond's White Beauty Spot-less Fairness Face Wash. 1st ever facewash with Double Brightening Action to renew your maximum brightness every day. Infused with vitamin B3+, it removes layers of brightness blocking dead skin cells and it strengthens skin's natural renewal process, revealing new bright cells. Renew your maximum brightness with everyday wash. Clinically proven to give you brightness from the first wash. Its wipes out dead skin cells so that you can say goodbye to skin dullness. This helps bring out the brightness locked inside which shows clearly after every use of Ponds White Beauty Facewash. This is truly your solution to a spot less and bright skin. Pond's White beauty Face Wash also helps wash away germs.",,https://images-na.ssl-images-amazon.com/images/I/51tKt0SO6kL._SL1000_.jpg
ObjectId(5ffb514e80ef0812f2708594),PONDS WHITE BEAUTY 150G,Ponds,HUL,5,Personal Care,180,225,100,225,,20,18,150g,Y,"Is your true brightness lost or hidden? Over time dead skin cells accumulate on your skin, hiding your true brightness, making you look dull. Introducing new and improved Pond's White Beauty Spot-less Fairness Face Wash. 1st ever facewash with Double Brightening Action to renew your maximum brightness every day. Infused with vitamin B3+, it removes layers of brightness blocking dead skin cells and it strengthens skin's natural renewal process, revealing new bright cells. Renew your maximum brightness with everyday wash. Clinically proven to give you brightness from the first wash. Its wipes out dead skin cells so that you can say goodbye to skin dullness. This helps bring out the brightness locked inside which shows clearly after every use of Ponds White Beauty Facewash. This is truly your solution to a spot less and bright skin. Pond's White beauty Face Wash also helps wash away germs.",,https://images-na.ssl-images-amazon.com/images/I/51Enb1%2BZPBL._SL1000_.jpg
