_id,name,brand,manufacturer,PriorityIndex,category,sp,margin,margin%,mrp,DealerPrice,discount,gst,weight,availability,description,imageUrl,productImageUrl
ObjectId(5ffb514e80ef0812f27083cd),Cinthol  deostick-rush,Cinthol,Godrej Consumer Products Ltd,5,Personal Care,52,65,100,65,,20,18,40g,Y,"Presenting Cinthol Deo Stick, a deodorant like you've never tried before. Made from cream formulation, not spray, it lasts 3 times longer than ordinary deos and is gentle on your skin too. ",,https://www.bigbasket.com/media/uploads/p/l/40066565_7-cinthol-rush-deostick-for-men-cream-based-deodorant.jpg
ObjectId(5ffb514e80ef0812f27083ce),Cinthol deostick-intense,Cinthol,Godrej Consumer Products Ltd,5,Personal Care,52,65,100,65,,20,18,40g,Y,"Presenting Cinthol Deo Stick, a deodorant like you've never tried before. Made from cream formulation, not spray, it lasts 3 times longer than ordinary deos and is gentle on your skin too. ",,https://images-na.ssl-images-amazon.com/images/I/312esLhPVtL.jpg
ObjectId(5ffb514e80ef0812f27083cf),Cinthol deostick-energy,Cinthol,Godrej Consumer Products Ltd,5,Personal Care,52,65,100,65,,20,18,40g,Y,"Presenting Cinthol Deo Stick, a deodorant like you've never tried before. Made from cream formulation, not spray, it lasts 3 times longer than ordinary deos and is gentle on your skin too. ",,https://images-na.ssl-images-amazon.com/images/I/71U2vsctDJL._SL1500_.jpg
ObjectId(5ffb514e80ef0812f27083d0),Cinthol talc-original,Cinthol,Godrej Consumer Products Ltd,5,Personal Care,44,55,100,55,,20,18,100g,Y,Keeps your skin healthy and glowing,,https://images-na.ssl-images-amazon.com/images/I/31VBhZR0lSL.jpg
ObjectId(5ffb514e80ef0812f27083d1),Cinthol talc-original,Cinthol,Godrej Consumer Products Ltd,5,Personal Care,108,135,100,135,,20,18,300g,Y,Keeps your skin healthy and glowing,,https://images-na.ssl-images-amazon.com/images/I/71Z2EuxQB8L._SL1500_.jpg
ObjectId(5ffb514e80ef0812f27083d2),Cinthol talc-deo,Cinthol,Godrej Consumer Products Ltd,5,Personal Care,108,135,100,135,,20,18,300g,Y,Deodorizing talcum powder. Keeps you smelling great all day. Cinthol Deo Talc suits your active lifestyle. ,,https://images-na.ssl-images-amazon.com/images/I/61ns-2sQyXL._SL1500_.jpg
ObjectId(5ffb514e80ef0812f27083d3),Cinthol talc-cool,Cinthol,Godrej Consumer Products Ltd,5,Personal Care,20,25,100,25,,20,18,50g,Y,"Contains: 1 unit of Cinthol Talc Powder, Cool (50g). Cooling experience that lasts through the summer heat. Provides protection from perspiration. Keeps you feeling fresh and energized all day.",,https://www.emayammart.com/image/cache/catalog/Cinthol%20Talc%20Cool%2050g-1000x1000.png
ObjectId(5ffb514e80ef0812f27083d4),Cinthol talc-cool,Cinthol,Godrej Consumer Products Ltd,5,Personal Care,44,55,100,55,,20,18,100g,Y,"Contains: 1 unit of Cinthol Talc Powder, Cool (100g). Cooling experience that lasts through the summer heat. Provides protection from perspiration. Keeps you feeling fresh and energized all day.",,https://images-na.ssl-images-amazon.com/images/I/713a8REiV3L._SL1500_.jpg
ObjectId(5ffb514e80ef0812f27083d5),Cinthol talc-cool,Cinthol,Godrej Consumer Products Ltd,5,Personal Care,108,135,100,135,,20,18,300g,Y,"Contains: 1 unit of Cinthol Talc Powder, Cool (300g). Cooling experience that lasts through the summer heat. Provides protection from perspiration. Keeps you feeling fresh and energized all day.",,https://images-na.ssl-images-amazon.com/images/I/71rsPykKUfL._SL1500_.jpg
ObjectId(5ffb514e80ef0812f27083d6),Cinthol talc-confidence+,Cinthol,Godrej Consumer Products Ltd,5,Personal Care,20,25,100,25,,20,18,50g,Y,Pleasant deo fragrance that lasts all day. Antibacterial talcum powder. Provides superior germ protection. Stay confident as you take on everyday challenges with Cinthol Confident+ Talc. ,,https://www.emayammart.com/image/cache/catalog/Cinthol%20Talc%20Cofidence%20%2050g-1000x1000.png
ObjectId(5ffb514e80ef0812f27083d7),Cinthol talc-confidence+,Cinthol,Godrej Consumer Products Ltd,5,Personal Care,44,55,100,55,,20,18,100g,Y,Pleasant deo fragrance that lasts all day. Antibacterial talcum powder. Provides superior germ protection. Stay confident as you take on everyday challenges with Cinthol Confident+ Talc. ,,https://images-na.ssl-images-amazon.com/images/I/71W7EzebghL._SL1500_.jpg
ObjectId(5ffb514e80ef0812f27083d8),Cinthol talc-confidence+,Cinthol,Godrej Consumer Products Ltd,5,Personal Care,108,135,100,135,,20,18,300g,Y,Pleasant deo fragrance that lasts all day. Antibacterial talcum powder. Provides superior germ protection. Stay confident as you take on everyday challenges with Cinthol Confident+ Talc. ,,https://images-na.ssl-images-amazon.com/images/I/71W7EzebghL._SL1500_.jpg
ObjectId(5ffb514e80ef0812f27083d9),Cinthol talc-lime,Cinthol,Godrej Consumer Products Ltd,5,Personal Care,20,25,100,25,,20,18,50g,N,Talcum powder with enhanced lemony fragrance. Keeps you feeling fresh and energized all day. Cinthol Lime Talc provides protection from perspiration.,,https://www.emayammart.com/image/cache/catalog/Cinthol%20Talc%20Lime%2050g-1000x1000.png
ObjectId(5ffb514e80ef0812f27083da),Cinthol talc-lime,Cinthol,Godrej Consumer Products Ltd,5,Personal Care,44,55,100,55,,20,18,100g,Y,Talcum powder with enhanced lemony fragrance. Keeps you feeling fresh and energized all day. Cinthol Lime Talc provides protection from perspiration.,,https://images-na.ssl-images-amazon.com/images/I/31yO54GEOqL.jpg
ObjectId(5ffb514e80ef0812f27083db),Cinthol talc-lime,Cinthol,Godrej Consumer Products Ltd,5,Personal Care,108,135,100,135,,20,18,300g,Y,Talcum powder with enhanced lemony fragrance. Keeps you feeling fresh and energized all day. Cinthol Lime Talc provides protection from perspiration.,,https://images-na.ssl-images-amazon.com/images/I/41oO2ng-HxL.jpg
ObjectId(5ffb514e80ef0812f27083dc),Cinthol deo spray men-play,Cinthol,Godrej Consumer Products Ltd,5,Personal Care,156,195,100,195,,20,18,150ml,Y,"Quantity: 150ml; Item Form: Spray. Cinthol Play deodorant spray is the perfect match for the player in you; Strong citrusy fragrance that keeps you active all day. No alcohol deodorant formulation which keeps your skin safe. No skin damage. No skin irritation. Long lasting fragrance. Available in 4 fragrances - Play, Energy, Intense, Dive. Usage: Give it a good hard shake first to make sure all the ingredients are mixed together before you spray it. You should hold the can approximately 15cm from your body or clothes as you spray it.",,https://images-na.ssl-images-amazon.com/images/I/31ffMtoG25L.jpg
ObjectId(5ffb514e80ef0812f27083dd),Cinthol deo spray men-extreme,Cinthol,Godrej Consumer Products Ltd,5,Personal Care,156,195,100,195,,20,18,150ml,Y,,,https://i.ebayimg.com/images/g/Q1kAAOSwvA5dFyYl/s-l1600.jpg
ObjectId(5ffb514e80ef0812f27083de),Cinthol deo spray men-dive,Cinthol,Godrej Consumer Products Ltd,5,Personal Care,156,195,100,195,,20,18,150ml,Y,Fresh aquatic fragrance. Cinthol Deo Spray Dive keeps you cool and fresh. Alcohol free Deodorant. Keeps skin safe from damage & irritation.,,https://images-na.ssl-images-amazon.com/images/I/51u2uUeQgpL._SL1451_.jpg
ObjectId(5ffb514e80ef0812f27083df),Cinthol deo spray men-intense,Cinthol,Godrej Consumer Products Ltd,5,Personal Care,156,195,100,195,,20,18,150ml,Y,Stimulating masculine fragrance. Cinthol Deo Spray Intense keeps you intensely alive. Alcohol free Deodorant. Keeps skin safe from damage & irritation,,https://images-na.ssl-images-amazon.com/images/I/51kd1hujVjL._SL1451_.jpg
ObjectId(5ffb514e80ef0812f27083e0),Cinthol deo spray men-energy,Cinthol,Godrej Consumer Products Ltd,5,Personal Care,156,195,100,195,,20,18,150ml,Y,"Premium, musky fragrance. Cinthol Deo Spray  Energy keeps you energized through the day. Alcohol free Deodorant. Keeps skin safe from damage & irritation.",,https://images-na.ssl-images-amazon.com/images/I/31zisUG2vhL.jpg
ObjectId(5ffb514e80ef0812f27083e1),Godrej shaving cream,Godrej,Godrej Consumer Products Ltd,5,Personal Care,28,35,100,35,,20,18,50g,Y,"The rich, citrus-scented lather spreads easily and rinses clean for that foam shave",,http://www.kiraanastore.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/G/o/Godrej_22_1.jpg
ObjectId(5ffb514e80ef0812f27083e2),Godrej shaving cream,Godrej,Godrej Consumer Products Ltd,5,Personal Care,52,65,100,65,,20,18,78g,N,"The rich, citrus-scented lather spreads easily and rinses clean for that foam shave",,http://www.kiraanastore.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/G/o/Godrej_22_1.jpg
ObjectId(5ffb514e80ef0812f27083e3),Godrej shaving cream,Godrej,Godrej Consumer Products Ltd,5,Personal Care,56,70,100,70,,20,18,100g,Y,"The rich, citrus-scented lather spreads easily and rinses clean for that foam shave",,http://www.kiraanastore.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/G/o/Godrej_22_1.jpg
ObjectId(5ffb514e80ef0812f27083e4),HIT Rat glue pad,HIT,Godrej Consumer Products Ltd,5,Household items,80,100,100,100,,20,18,jumbo size,Y,"Contains: 3 units of HIT Rat and Mouse Glue Pad, Jumbo Size. No smell, non – poisonous and easy to dispose. Superior non-stick design with strong glue-gum for maximum effectiveness. Simply open the pack and place near entry-exit points where rats and mice appear. Release the rat by pouring vegetable oil. Dispose the glue board along with rat, once the rat has got stuck to the glue. Keep away from children and pets, avoid exposure to sunlight or moisture. This rat-repellent and trap can be used at home and office spaces.",,https://images-na.ssl-images-amazon.com/images/I/71RuEeF4fEL._SL1500_.jpg
ObjectId(5ffb514e80ef0812f27083e5),HIT Rat glue pad,HIT,Godrej Consumer Products Ltd,5,Household items,40,50,100,50,,20,18,regular size,Y,"Contains: 5 units of HIT Rat and Mouse Glue Pad, Regular Size. No smell, non – poisonous and easy to dispose. Superior non-stick design with strong glue-gum for maximum effectiveness. Simply open the pack and place near entry-exit points where rats and mice appear. Release the rat by pouring vegetable oil. Dispose the glue board along with rat, once the rat has got stuck to the glue. Keep away from children and pets, avoid exposure to sunlight or moisture. This rat-repellent and trap can be used at home and office spaces.",,https://images-na.ssl-images-amazon.com/images/I/717c9Phr6vL._SL1500_.jpg
ObjectId(5ffb514e80ef0812f27083e6),Good Knight gold flash liquid vaporizer,Good Knight,Godrej Consumer Products Ltd,5,Household items,71,89,100,89,,20,18,combi pack,Y,"Refill is 45 ml refill, with superior protection against mosquitoes. The latest and most advanced formulation from Good Knight. Designed for best results with a Good Gold Flash machine but works with most available machines.",,https://images-na.ssl-images-amazon.com/images/I/814bekcacAL._SL1500_.jpg
ObjectId(5ffb514e80ef0812f27083e7),Good Knight gold flash liquid vaporizer,Good Knight,Godrej Consumer Products Ltd,5,Household items,60,75,100,75,,20,18,refill,Y,"INDIA’S MOST POWERFUL LIQUID VAPOURISER powered by Gold Flash Technology. Contains: 2 units of anti-mosquito liquid vapouriser refill (45ml each). Flash mode releases visible vapours for 30 minutes every 4 hours. Dual mode: Switch between Normal and Flash Mode, depending on the number of mosquitoes. Goodknight Gold Flash system is completely safe to be used around children and family. For best results, use refill with Gold Flash electric plug-in machine only. ",,https://images-na.ssl-images-amazon.com/images/I/61PYESSLKtL._SL1242_.jpg
ObjectId(5ffb514e80ef0812f27083e8),HIT anti mosquito racket,HIt,Godrej Consumer Products Ltd,5,Household items,399,499,100,499,,20,18,1unit,Y,"Contains 1 unit of electric anti mosquito Bat. Strong and Durable - made from aircraft grade ABS plastic. 6 Months warranty - Claim warranty by registering on the HIT website within 10 days of purchase. Long battery life - 400mAh rechargeable battery with up to 1 month of standby and is rechargeable up to 200 times. Unique shape - Ensures better coverage for corners. Bright led light - Inbuilt LED light to help find mosquitoes in the dark. Enviroment friendly packaging - No plastics used. 3,500V DC voltage on the net mesh kills mosquitoes instantly.",,https://images-na.ssl-images-amazon.com/images/I/61ZvXHcRrrL._SL1500_.jpg
ObjectId(5ffb514e80ef0812f27083e9),HIT Kala hit,HIt,Godrej Consumer Products Ltd,5,Household items,52,65,100,65,,20,18,125ml,Y,"Contains: 1 unit of Kala HIT Spray (200ml). Instantly kills all flying insects.Protects from Dengue, Malaria and Chikungunya causing mosquitoe. Reaches even the deepest corners of your house. Spray regularly in all corners of your house – under the bed and sofa, behind curtains and cupboards. Also available in different pack sizes: 400ml, 625ml, 700ml and in a Lime Fragrance variant.",,https://images-na.ssl-images-amazon.com/images/I/61gZtaFUmdL._SL1500_.jpg
ObjectId(5ffb514e80ef0812f27083ea),HIT Kala hit,HIt,Godrej Consumer Products Ltd,5,Household items,79,99,100,99,,20,18,200ml,Y,"Contains: 1 unit of Kala HIT Spray (200ml). Instantly kills all flying insects.Protects from Dengue, Malaria and Chikungunya causing mosquitoe. Reaches even the deepest corners of your house. Spray regularly in all corners of your house – under the bed and sofa, behind curtains and cupboards. Also available in different pack sizes: 400ml, 625ml, 700ml and in a Lime Fragrance variant.",,https://images-na.ssl-images-amazon.com/images/I/61H8bgmxePL._SL1500_.jpg
ObjectId(5ffb514e80ef0812f27083eb),HIT Kala hit,HIt,Godrej Consumer Products Ltd,5,Household items,138,172,100,172,,20,18,320ml,Y,"Contains: 1 unit of Kala HIT Spray (320ml). Instantly kills all flying insects.Protects from Dengue, Malaria and Chikungunya causing mosquitoe. Reaches even the deepest corners of your house. Spray regularly in all corners of your house – under the bed and sofa, behind curtains and cupboards. Also available in different pack sizes: 400ml, 625ml, 700ml and in a Lime Fragrance variant.",,https://images-na.ssl-images-amazon.com/images/I/61H8bgmxePL._SL1500_.jpg
ObjectId(5ffb514e80ef0812f27083ec),HIT Kala hit,HIt,Godrej Consumer Products Ltd,5,Household items,146,182,100,182,,20,18,400ml,Y,"Contains: 1 unit of Kala HIT Spray (400ml). Instantly kills all flying insects. Protects from Dengue, Malaria and Chikungunya causing mosquitoes. Reaches even the deepest corners of your house. Spray regularly in all corners of your house – under the bed and sofa, behind curtains and cupboards.",,https://images-na.ssl-images-amazon.com/images/I/61H8bgmxePL._SL1500_.jpg
ObjectId(5ffb514e80ef0812f27083ed),HIT Kala hit,HIt,Godrej Consumer Products Ltd,5,Household items,215,269,100,269,,20,18,625ml,Y,"Contains: 1 unit of Kala HIT Spray (625ml). Instantly kills all flying insects. Protects from Dengue, Malaria and Chikungunya causing mosquitoes. Reaches even the deepest corners of your house. Spray regularly in all corners of your house – under the bed and sofa, behind curtains and cupboards.",,https://images-na.ssl-images-amazon.com/images/I/61qIDjqek%2BL._SL1500_.jpg
ObjectId(5ffb514e80ef0812f27083ee),HIT Kala hit-lime fragrance,HIt,Godrej Consumer Products Ltd,5,Household items,79,99,100,99,,20,18,200ml,Y,Instantly kills all flying insects,,https://images-na.ssl-images-amazon.com/images/I/61KPECF1xML._SL1500_.jpg
ObjectId(5ffb514e80ef0812f27083ef),HIT Kala hit-lime fragrance,HIt,Godrej Consumer Products Ltd,5,Household items,138,172,100,172,,20,18,320ml,Y,"Contains: 1 unit of HIT Lime Fresh Spray (200ml). Instantly kills all flying insects. Protects from Dengue, Malaria and Chikungunya causing mosquitoes. Reaches even the deepest corners of your house. Spray regularly in all corners of your house – under the bed and sofa, behind curtains and cupboards.",,https://images-na.ssl-images-amazon.com/images/I/61KPECF1xML._SL1500_.jpg
ObjectId(5ffb514e80ef0812f27083f0),HIT Kala hit-lime fragrance,HIt,Godrej Consumer Products Ltd,5,Household items,146,182,100,182,,20,18,400ml,Y,"Contains: 1 unit of HIT Lime Fresh Fragrance Spray (400ml). Instantly kills all flying insects. Protects from Dengue, Malaria and Chikungunya causing mosquitoes. Reaches even the deepest corners of your house and leaves a Lime fresh fragrance. Spray regularly in all corners of your house – under the bed and sofa, behind curtains and cupboards.",,https://images-na.ssl-images-amazon.com/images/I/61i7YbdTq2L._SL1500_.jpg
ObjectId(5ffb514e80ef0812f27083f1),HIT Kala hit-lime fragrance,HIt,Godrej Consumer Products Ltd,5,Household items,215,269,100,269,,20,18,625ml,Y,"Godrej HIT Spray – Lime fragrance, kills dangerous mosquitoes that spread diseases like Dengue, Chikungunya and Malaria etc. hidden in the corners of your home. To keep you and your family protected, spray HIT regularly in all corners like under the bed, under the sofa, behind the curtains & cupboards etc. Also available in different sizes and a Kala HIT variant.",,https://www.vridhistores.com/public/uploads/product/1575752125.jpg
ObjectId(5ffb514e80ef0812f27083f2),HIT lal hit,HIt,Godrej Consumer Products Ltd,5,Household items,52,65,100,65,,20,18,125ml,Y,"Contains: 1 unit of Lal HIT Spray (125ml). Instantly kills disease spreading cockroaches. Unique ‘Deep Reach Nozzle’ guides the spray into places where cockroaches hide. Use in all cracks and corners, kitchen sink outlet and inside the wash basin outlet. Freedom from cockroaches with just one application.",,https://images-na.ssl-images-amazon.com/images/I/612V%2BgrYGlL._SL1500_.jpg
ObjectId(5ffb514e80ef0812f27083f3),HIT lal hit,HIt,Godrej Consumer Products Ltd,5,Household items,79,99,100,99,,20,18,200ml,Y,"Godrej Lal HIT is an effective cockroach killer spray that is enabled with a ‘Deep Reach Nozzle’, which will help reach even the hidden cockroaches conveniently and eliminate them before they escape. Lal HIT eliminates any cockroach in just 3 seconds. Spray Lal HIT once every week in the areas where cockroaches usually hide in your kitchen, like under your dustbin, inside the sink outlet, under the fridge, under the gas cylinder etc.",,https://vridhistores.com/public/uploads/product/1575750816.jpg
ObjectId(5ffb514e80ef0812f27083f4),HIT lal hit,HIt,Godrej Consumer Products Ltd,5,Household items,138,172,100,172,,20,18,320ml,Y,"Contains: 1 unit of Lal HIT Spray (320ml). Instantly kills disease spreading cockroaches. Unique ‘Deep Reach Nozzle’ guides the spray into places where cockroaches hide. Use in all cracks and corners, kitchen sink outlet and inside the wash basin outlet. Freedom from cockroaches with just one application.",,https://images-na.ssl-images-amazon.com/images/I/71UYTPMwiEL._SL1500_.jpg
ObjectId(5ffb514e80ef0812f27083f5),HIT lal hit,HIt,Godrej Consumer Products Ltd,5,Household items,146,182,100,182,,20,18,400ml,Y,"Contains: 1 unit of Lal HIT Spray (400ml). Instantly kills disease spreading cockroaches. Unique ‘Deep Reach Nozzle’ guides the spray into places where cockroaches hide. Use in all cracks and corners, kitchen sink outlet and inside the wash basin outlet. Freedom from cockroaches with just one application.",,https://images-na.ssl-images-amazon.com/images/I/71UYTPMwiEL._SL1500_.jpg
ObjectId(5ffb514e80ef0812f27083f6),HIT lal hit,HIt,Godrej Consumer Products Ltd,5,Household items,215,269,100,269,,20,18,625ml,Y,"Godrej Lal HIT is an effective cockroach killer spray that is enabled with a ‘Deep Reach Nozzle’, which will help reach even the hidden cockroaches conveniently and eliminate them before they escape. Lal HIT eliminates any cockroach in just 3 seconds. Spray Lal HIT once every week in the areas where cockroaches usually hide in your kitchen, like under your dustbin, inside the sink outlet, under the fridge, under the gas cylinder etc.",,https://www.vridhistores.com/public/uploads/product/1575750742.jpg
ObjectId(5ffb514e80ef0812f27083f7),HIT anti-roach gel,HIt,Godrej Consumer Products Ltd,5,Household items,199,249,100,249,,20,18,20g,Y,"Contains: 1 unit of HIT Anti Roach Gel. Gel based cockroach killer. Odourless gel bait attracts hidden cockroaches. On consumption of the gel, cockroaches go back to their nest and die. Other cockroaches that come in contact with those dead cockroaches also die, resulting in elimination of the entire cockroach nest",,https://images-na.ssl-images-amazon.com/images/I/71wmdq4JHjL._SL1500_.jpg
ObjectId(5ffb514e80ef0812f27083f8),HIT chalk,HIt,Godrej Consumer Products Ltd,5,Household items,12,15,100,15,,20,18,1 unit,N,,,https://rukminim1.flixcart.com/image/416/416/k48rwcw0/insect-repellent/f/2/f/60-chalk-15-gm-pack-of-4-4-hit-original-imafn7885fj6bksz.jpeg?q=70
ObjectId(5ffb514e80ef0812f27083f9),HIT rat-kill bars,HIt,Godrej Consumer Products Ltd,5,Household items,14,18,100,18,,20,18,25g,Y,Quantity: 100 g   Type: Repellent Balls   Pack of 4   For Cockroaches,,https://rukminim1.flixcart.com/image/416/416/k48rwcw0/insect-repellent/7/m/r/100-rat-kill-bars-25-gm-pack-of-4-4-hit-original-imafn788usfsqmjw.jpeg?q=70
ObjectId(5ffb514e80ef0812f27083fa),Good Knight fast card mosquito card,Good Knight,Godrej Consumer Products Ltd,5,Household items,8,10,100,10,,20,18,1 unit,Y,Instant action within 3 minutes. Light on the rims. Smooth the flame out and let it smooth.,,https://images-na.ssl-images-amazon.com/images/I/712xvd3GPOL._SL1500_.jpg
ObjectId(5ffb514e80ef0812f27083fb),Good Knight power activ+ Refill,Good Knight,Godrej Consumer Products Ltd,5,Household items,107,134,100,134,,20,18,2 units,Y,Contains: 2 units of Goodknight Power Activ+ Liquid Vapourizer Refill,,https://images-na.ssl-images-amazon.com/images/I/81TasiheQaL._SL1500_.jpg
ObjectId(5ffb514e80ef0812f27083fc),Good Knight power activ+ refill,Good Knight,Godrej Consumer Products Ltd,5,Household items,58,72,100,72,,20,18,1 unit,Y,"Contains: 1 units of Goodknight Power Activ+ Liquid Vapourizer Refill. Power Activ+ Refill contains 50% more Activ Molecules which makes it 50% more powerful. Dual Mode Advantage - Switch between Activ+ mode and Normal mode, depending upon number of mosquitoes. Goodknight Activ+ System is completely safe to be used around children and family. Complete protection - For your family from Malaria, Chikungunya and Dengue causing mosquitoes.",,https://images-na.ssl-images-amazon.com/images/I/71a5NlXFWeL._SL1500_.jpg
ObjectId(5ffb514e80ef0812f27083fd),Good Knight power activ+ refill lavender,Good Knight,Godrej Consumer Products Ltd,5,Household items,58,72,100,72,,20,18,1 unit,Y,Contains: 1 unit of Goodknight Power Activ+ Liquid Vapourizer Refill (Lavender Fragrance),,https://images-na.ssl-images-amazon.com/images/I/71dfsdc9t7L._SL1500_.jpg
ObjectId(5ffb514e80ef0812f27083fe),Good Knight Actic+ low smoke coils - 12 hrs,Good Knight,Godrej Consumer Products Ltd,5,Household items,27,34,100,34,,20,18,10 coils,Y,"Power formula ensures 12 hours of protection Active filter technology ensures lesser smoke Protects your family from mosquitoes spreading diseases like dengue, chikungunya",,https://rukminim1.flixcart.com/image/416/416/juvjzbk0/mosquito-coil/8/p/q/activ-low-smoke-coil-10-good-knight-original-imaffuj6zcbczanz.jpeg?q=70
ObjectId(5ffb514e80ef0812f27083ff),Good Knight maha jumbo lavender-jasmine coil - 12hrs,Good Knight,Godrej Consumer Products Ltd,5,Household items,27,34,100,34,,20,18,10 coils,Y,"Power formula ensures 12 hours of protection Active filter technology ensures lesser smoke Protects your family from mosquitoes spreading diseases like dengue, chikungunya",,https://www.goodknight.in/wp-content/uploads/2017/10/Lavender-500X500.png
ObjectId(5ffb514e80ef0812f2708400),Good Knight green shakti low smoke coil -12 hrs,Good Knight,Godrej Consumer Products Ltd,5,Household items,28,35,100,35,,20,18,10 coils,Y,"Works against dengue mosquitoes. Care Instructions: Inflammable, keep in cool dry place away from heat and open flame, keep out of reach of children. Works against dengue mosquitoes. Units/case:60, Units/bundle:1, Number_of_Items: 1",,https://www.goodknight.in/wp-content/uploads/2019/09/greenshakti_500x500.png
ObjectId(5ffb514e80ef0812f2708401),Good Knight naturals neem agarbatti,Good Knight,Godrej Consumer Products Ltd,5,Household items,12,15,100,15,,20,18,10 sticks,Y,Anti-Mosquito Sticks. Low Smoke,,https://images-na.ssl-images-amazon.com/images/I/516JNPtYZ4L._SL1000_.jpg
ObjectId(5ffb514e80ef0812f2708402),Good Knight silver mats - 30 mats,Good Knight,Godrej Consumer Products Ltd,5,Household items,52,65,100,65,,20,18,30 mats,Y,,,https://images-na.ssl-images-amazon.com/images/I/71ccsz%2B4R-L._SL1230_.jpg
ObjectId(5ffb514e80ef0812f2708403),Good Knight fabric roll-on personal repellent-bubblegum,Good Knight,Godrej Consumer Products Ltd,5,Personal Care,60,75,100,75,,20,18,8 ml,Y,"Contains 1 unit of Goodknight anti mosquito Fabric Roll-On, Fragrance - Bubblegum. Made from 100% natural plant-based active ingredients such as Citronella and Eucalyptus oil. This Fabric Roll On is Paediatrician certified - Can be used for babies & children of all age groups. Non-staining formulation with strong aroma for better protection against all types of mosquitoes. Simply apply 4 coin sized dots on clothes and get complete outdoor protection for upto 8hrs from Dengue, Malaria and Chikungunya causing mosquitoes.",,https://images-na.ssl-images-amazon.com/images/I/61OsmApmxwL._SL1500_.jpg
ObjectId(5ffb514e80ef0812f2708404),Good Knight fabric roll-on personal repellent-citrus,Good Knight,Godrej Consumer Products Ltd,5,Personal Care,60,75,100,75,,20,18,8 ml,Y,"Contains 1 unit of Goodknight anti mosquito Fabric Roll-On, Fragrance - Citrus. Made from 100% natural plant-based active ingredients such as Citronella and Eucalyptus oil. This Fabric Roll On is Paediatrician certified - Can be used for babies & children of all age groups. Non-staining formulation with strong aroma for better protection against all types of mosquitoes. Simply apply 4 coin sized dots on clothes and get complete outdoor protection for upto 8hrs from Dengue, Malaria and Chikungunya causing mosquitoes.",,https://images-na.ssl-images-amazon.com/images/I/61OUdCB%2BMOL._SL1500_.jpg
ObjectId(5ffb514e80ef0812f2708405),Good Knight patches personal repellent,Good Knight,Godrej Consumer Products Ltd,5,Personal Care,60,75,100,75,,20,18,14 pcs,Y,Baby safe patches that provides up to 8 hours of protection against mosquitoes. 100% Natural - contains pure citronella oil and eucalyptus oil. No stains on removal. Each pack contains 14 patches,,https://images-na.ssl-images-amazon.com/images/I/71yZ6gccEML._SL1500_.jpg
ObjectId(5ffb514e80ef0812f2708406),Good Knight cool gel personal repellent,Good Knight,Godrej Consumer Products Ltd,5,Personal Care,36,45,100,45,,20,18,50g,Y,"Contains 1 unit of Goodknight anti mosquito cool gel. The Cool Gel is non-sticky with added natural Aloe Vera for pleasant smell and superior skin feel. This anti mosquito gel is Paediatrician certified - for babies older than 2 months. Effectively provides natural protection from Dengue, Malaria and Chikungunya causing mosquitoes for up to 8hrs. Easy to use - Simply apply the gel over arms, legs, neck, face and other exposed skin uniformly.",,https://images-na.ssl-images-amazon.com/images/I/611Gfy-Cy8L._SL1500_.jpg
ObjectId(5ffb514e80ef0812f2708407),"Harpic Powerplus Disinfectant Toilet Cleaner, Original, 1L",Harpic,Reckitt Benckiser,7,Household items,153,19,9.947643979,191,172,20,18,1L,Y,"Fights 10 Toilet Stains To Give A Sparkling Clean Toilet
A Sparkling Clean Toilet
10 times more yellowish stain removal. Kills 99.9% of germs
Maximum Shelf Life 24 Months
Helps fight odour and any unpleasant smell
Better than the ordinary bleach, acid and phenyl
Strategically bent bottleneck shape helps pour the liquid into deep corners under the toilet rim. The bent bottleneck shape of this bottle helps in pouring the liquid unto deep corners under the toilet rim. You can keep every corner of your bathroom clean and stain-free",,https://images-na.ssl-images-amazon.com/images/I/51mcTjM3OyL._SL1000_.jpg
ObjectId(5ffb514e80ef0812f2708408),"Harpic Powerplus Disinfectant Toilet Cleaner, Original, 500mL",Harpic,Reckitt Benckiser,7,Household items,71,9,10.11235955,89,80,20,18,500mL,Y,"Fights 10 Toilet Stains To Give A Sparkling Clean Toilet
A Sparkling Clean Toilet
10 times more yellowish stain removal. Kills 99.9% of germs
Maximum Shelf Life 24 Months
Helps fight odour and any unpleasant smell
Better than the ordinary bleach, acid and phenyl
Strategically bent bottleneck shape helps pour the liquid into deep corners under the toilet rim. The bent bottleneck shape of this bottle helps in pouring the liquid unto deep corners under the toilet rim. You can keep every corner of your bathroom clean and stain-free",,https://images-na.ssl-images-amazon.com/images/I/51eySM1KLuL._SL1000_.jpg
ObjectId(5ffb514e80ef0812f2708409),"Harpic Powerplus Toilet Cleaner Rose, 500 ml",Harpic,Reckitt Benckiser,7,Household items,71,9,10.11235955,89,80,20,18,500mL,Y,"Disinfectant Toilet Cleaner. Kills 99.9% of germs
Removes 10 x more yellowish and tough stains
Strategically bent bottleneck shape helps pour the liquid into deep corners under the toilet rim
Thick liquid which clings and cleans from rim to U-bend
Available",,https://images-na.ssl-images-amazon.com/images/I/61IBpHOqoaL._SL1000_.jpg
